,JENIS PPH,TAHUN PAJAK,MASA PAJAK,NOMOR BUPOT,IDENTITAS DIPOTONG,JENIS IDENTITAS DIPOTONG,NAMA DIPOTONG,KODE OBJEK PAJAK,JUMLAH BRUTO,PPH DIPOTONG,STATUS BUKTI POTONG,PEMB KE-,,NAMA DOK REF,NOMOR DOK REF,TGL DOK REF,STATUS PELAPORAN,,
,PPH23,2020,11,3300004746,930603964101000,NPWP,JAYA NIAGA MOBIL,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004747,857521868427000,NPWP,LIMAN JAYA MOTOR,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004748,311995203432000,NPWP,LIMSA MOTOR,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004749,762869931301000,NPWP,MAJU BERSAMA,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004750,713047900608000,NPWP,MEGA BINTANG,24-104-18,681818,13636,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004751,032803595101000,NPWP,CV. MENARA MOBIL,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004752,829500594101000,NPWP,MUTIARA MOBIL,24-104-18,409091,8181,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004753,023903958401000,NPWP,MUTIARA MOTOR,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004754,716373964216000,NPWP,NEW ASIA ,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004755,724272315216000,NPWP,PERMATA MANDIRI,24-104-18,545455,10909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004756,210424453532000,NPWP,PUSAKA MAKMUR,24-104-18,1500000,30000,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004757,846430528225000,NPWP,PUTRA CHANIAGO ,24-104-18,409091,8181,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004758,748529245443000,NPWP,CECEP RIDWAN,24-104-18,409091,8181,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004759,809815921225000,NPWP,RINDI AUTO,24-104-18,954545,19090,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004760,312546708629000,NPWP,RIZKI MOTOR,24-104-18,3000000,60000,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004761,028383750201000,NPWP,RIZKY JAYA MOTOR,24-104-18,954545,19090,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004762,858933518432000,NPWP,RJ MOBILINDO,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004763,867565111108000,NPWP,SAHABAT MOBIL,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004764,031985807222000,NPWP,SHAFIRA. CM,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004765,749301743401000,NPWP,SYAQILA ,24-104-18,545455,10909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004766,836559864711000,NPWP,WAHANA JAYA ,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004767,315903567518000,NPWP,BEDAGAN MOBIL,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004768,748712098814000,NPWP,MARAJIA POETRA,24-104-18,545455,10909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004769,828512053124000,NPWP,R2D 88 MOBIL,24-104-18,818182,16363,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004770,907717771215000,NPWP,ALTO SUKSES ,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004771,763880242077000,NPWP,CARBAY SERVICES ,24-104-18,15545455,310909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004772,849804901413000,NPWP,LUMBUNG MOBIL ,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004773,705681708215000,NPWP,PUTRA DANUS ,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004774,824276281215000,NPWP,SURYA JAYA ,24-104-18,1090909,21818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004775,841817596225000,NPWP,TRI PUTRA BERKAH,24-104-18,2181818,43636,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004776,931176614804000,NPWP,ALDEA OTO ,24-104-18,136364,2727,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004777,492808738804000,NPWP,SLAMET ANDOKO,24-104-18,181818,3636,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004778,665113288414000,NPWP,AMBALLATS MOTOR,24-104-18,90909,1818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004779,859272148722000,NPWP,BERKAH AL JAYA,24-104-18,272727,5454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004780,842189912325000,NPWP,BIG MOTOR,24-104-18,227273,4545,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004781,932652571422000,NPWP,CIPTA PANORAMA ,24-104-18,42473,849,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004782,031877756101000,NPWP,DAHLAN MOTOR,24-104-18,45455,909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004783,315604611404000,NPWP,FIRZA MOTOR,24-104-18,727273,14545,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004784,312927882432000,NPWP,LISA MOTOR,24-104-18,363636,7272,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004785,763290277443000,NPWP,MANDIRI JAYA,24-104-18,22727,454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004786,802985804453000,NPWP,MAULANA MOTOR,24-104-18,818182,16363,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004787,029520376029000,NPWP,MILLENIUM MOTOR,24-104-18,477273,9545,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004788,661629287334000,NPWP,PUTRA PANGLIMA,24-104-18,68182,1363,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004789,210530671501000,NPWP,SINAR ABADI JAYA,24-104-18,68182,1363,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004790,313951170422000,NPWP,SURYA KARTIKA ,24-104-18,795455,15909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004791,828103390225000,NPWP,TOP MOTOR,24-104-18,90909,1818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004792,025262700421000,NPWP,ARTOMORO JAYA ,24-104-18,927263,18545,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004793,730322450418000,NPWP,DWI JAYA MOTOR,24-104-18,340909,6818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004794,021622543421000,NPWP,ANTAR PUTRA ,24-104-18,722212,14444,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004795,312638356443000,NPWP,ALIT MOTOR,24-104-18,22727,454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004796,033175589404000,NPWP,UTAMA JAYAGROUP,24-104-18,22727,454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004797,024976300721000,NPWP,TIMUR JAYA ABADI,24-104-18,22727,454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004798,031264252722000,NPWP,MEDAN RAYA,24-104-18,68182,1363,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004799,027960244215000,NPWP,SEJATI MANDIRI ,24-104-18,45455,909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004800,029034154215000,NPWP,SEJAHTERA ABADI ,24-104-18,45455,909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004801,492808738804000,NPWP,SLAMET ANDOKO,24-104-18,1454545,29090,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004802,312638356443000,NPWP,ALIT MOTOR,24-104-18,159091,3181,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004803,665113288414000,NPWP,AMBALLATS MOTOR,24-104-18,363636,7272,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004804,859272148722000,NPWP,BERKAH AL JAYA,24-104-18,2181818,43636,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004805,842189912325000,NPWP,BIG MOTOR,24-104-18,1567832,31356,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004806,932652571422000,NPWP,CIPTA PANORAMA ,24-104-18,63445,1268,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004807,031877756101000,NPWP,DAHLAN MOTOR,24-104-18,363636,7272,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004808,315604611404000,NPWP,FIRZA MOTOR,24-104-18,2909091,58181,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004809,312927882432000,NPWP,LISA MOTOR,24-104-18,1454545,29090,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004810,763290277443000,NPWP,MANDIRI JAYA,24-104-18,22056,441,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004811,802985804453000,NPWP,MAULANA MOTOR,24-104-18,3272727,65454,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004812,031264252722000,NPWP,MEDAN RAYA,24-104-18,525880,10517,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004813,029520376029000,NPWP,MILLENIUM MOTOR,24-104-18,1863047,37260,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004814,661629287334000,NPWP,PUTRA PANGLIMA,24-104-18,545455,10909,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004815,029034154215000,NPWP,SEJAHTERA ABADI ,24-104-18,148820,2976,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004816,027960244215000,NPWP,SEJATI MANDIRI ,24-104-18,90715,1814,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004817,210530671501000,NPWP,SINAR ABADI JAYA,24-104-18,338749,6774,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004818,313951170422000,NPWP,SURYA KARTIKA ,24-104-18,4901310,98026,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004819,024976300721000,NPWP,TIMUR JAYA ABADI,24-104-18,181818,3636,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004820,828103390225000,NPWP,TOP MOTOR,24-104-18,445434,8908,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004821,033175589404000,NPWP,UTAMA JAYAGROUP,24-104-18,90909,1818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004822,025262700421000,NPWP,ARTOMORO JAYA ,24-104-18,5947126,118942,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004823,730322450418000,NPWP,DWI JAYA MOTOR,24-104-18,1363636,27272,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004824,021622543421000,NPWP,ANTAR PUTRA ,24-104-18,2839971,56799,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004825,013025846092000,NPWP,ASTRA ,24-104-18,10334179,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004826,013025846092000,NPWP,ASTRA ,24-104-18,4231863,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004827,013025846092000,NPWP,ASTRA ,24-104-18,15824671,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004828,013025846092000,NPWP,ASTRA ,24-104-18,214653504,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004829,014083174725000,NPWP,MANDAU BERLIAN ,24-104-18,2731222,54624,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004830,317818359721000,NPWP,NUSANTARA ,24-104-18,10488112,209762,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004831,026227934043000,NPWP,SERBA MULIA AUTO,24-104-18,23517604,470352,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004832,025621558101000,NPWP,DARUSSALAM ,24-104-18,1105650,22113,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004833,024067001101001,NPWP,ARISTA AUTO ,24-104-18,23510281,470205,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004834,013089883007000,NPWP,LAUTAN BERLIAN ,24-104-18,2265457,45309,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004835,013929963073000,NPWP,TUNAS MOBILINDO ,24-104-18,783305,15666,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004836,012809067441000,NPWP,CITRAKARYA ,24-104-18,1997273,39945,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004837,025685199441001,NPWP,AUTOBEST,24-104-18,9214044,184280,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004838,025685199441001,NPWP,AUTOBEST,24-104-18,22295271,445905,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004839,012109617441000,NPWP,ISTANA BANDUNG ,24-104-18,6402502,128050,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004840,312532674424000,NPWP,IMPERIAL PUTRA ,24-104-18,3246179,64923,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004841,022446223428000,NPWP,INDOSAL PASTEUR,24-104-18,1717273,34345,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004842,012806071441000,NPWP,NUSANTARA JAYA ,24-104-18,6694791,133895,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004843,093459725423000,NPWP,SANDY  JUSAK ,24-104-18,7437902,148758,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004844,014827125423000,NPWP,MITRADEKA  ,24-104-18,641298,12825,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004845,755374386429000,NPWP,TOPIK TJANDRA ,24-104-18,697773,13955,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004846,030940050732000,NPWP,BARITO BERLIAN ,24-104-18,3005222,60104,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004847,032298614711000,NPWP,ISTANA MOBIL TRIO ,24-104-18,2790909,55818,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004848,019928548711001,NPWP,TRI MANDIRI SEJATI,24-104-18,1863636,37272,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004849,030405666731001,NPWP,TRI MANDIRI ,24-104-18,6034556,120691,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004850,017077421062000,NPWP,ASCO PRIMA ,24-104-18,2284275,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004851,017077421062000,NPWP,ASCO PRIMA ,24-104-18,8875431,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004852,011355542123000,NPWP,DIPO ,24-104-18,2787692,55753,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004853,662976836048000,NPWP,SEJAHTERA BUANA ,24-104-18,1008990,20179,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004854,661153262627000,NPWP,ISTANA RODA ,24-104-18,6679565,133591,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004855,705681708215000,NPWP,PUTRA DANUS ,24-104-18,14279519,285590,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004856,705604940215000,NPWP,ARMADA SUKSES ,24-104-18,98964732,1979294,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004857,828169516225000,NPWP,BATAM OTOMOTIF ,24-104-18,35272632,705452,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004858,025726423217000,NPWP,PIONIKA ,24-104-18,6630966,132619,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004859,011355542123000,NPWP,DIPO ,24-104-18,3310814,66216,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004860,014887046217000,NPWP,RODAMAS MAKMUR ,24-104-18,790000,15800,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004861,016042277215002,NPWP,AGUNG AUTOMALL,24-104-18,449441,8988,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004862,824276281215000,NPWP,SURYA JAYA ,24-104-18,75844745,1516894,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004863,025726423217000,NPWP,PIONIKA ,24-104-18,594059,11881,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30+07:00,BELUM POSTING,,
,PPH23,2020,11,3300004864,017077421062000,NPWP,ASCO PRIMA ,24-104-18,12868091,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004865,017077421062000,NPWP,ASCO PRIMA ,24-104-18,364669,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004866,314093014432000,NPWP,ISTANA MITRA ,24-104-18,5421095,108421,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004867,018256529008001,NPWP,ARMADA AUTO ,24-104-18,1053636,21072,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004868,312862253006000,NPWP,DAYA ADICIPTA ,24-104-18,2413364,0,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004869,015707227407001,NPWP,SUN STAR PRIMA ,24-104-18,4036938,80738,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004870,804518769414000,NPWP,AHMED 88,24-104-18,50992035,1019840,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004871,013068200062000,NPWP,ISTANA ,24-104-18,1810076,36201,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004872,763880242077000,NPWP,CARBAY SERVICES ,24-104-18,29735952,594719,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004873,844944561432000,NPWP,FORZAINDO,24-104-18,144590030,2891800,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004874,024386468431000,NPWP,WAHANA PERSADA ,24-104-18,1829831,36596,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004875,014446801526000,NPWP,SUN STAR MOTOR,24-104-18,509205,10184,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
,PPH23,2020,11,3300004876,014446801404001,NPWP,SUN STAR MOTOR,24-104-18,1013522,20270,NORMAL,0,,Surat Perjanjian,NOVEMBER 2020,2020-11-30T00:00:00,BELUM POSTING,,
